"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"12",1,5,1,0,0,0,0,0,0,0,"","",0,0,0,"","Panamá Diciembre 2007"
"15",5,9,0,0,1,0,1,0,0,0,"Ciudad de Panam�, Panam�","144",0,0,0,"M�dicos Especialistas","Un grupo de 144 médicos especialistas del Hospital del Niño, ciudad de Panamá, inician un paro de labores por 48 hs en las clínicas privadas donde trabajan para exigir que el gobierno desista de aprobar el proyecto de ley del Sistema Único de Salud por considerar que el mismo representa la privatización de la salud en el país."
"2",6,11,0,0,1,0,0,1,0,0,"Aguadulce, Cocle","50~",0,0,0,"Asociados de la Cooperativa Salinera de Servicios M�ltiples Mart�n Campos","Alrededor de 50 asociados de la Cooperativa Salinera de Servicios Múltiples Martín Campos ocupan las instalaciones de la firma, ubicada en la localidad de Aguadulce de provincia de Coclé, para exigir al Instituto Panameño Autónomo Cooperativo (IPACOOP), que les devuelva la propiedad de la empresa. En julio de 2006, el IPACOOP ejecutó una medida administrativa en contra de la Cooperativa nombrando un gerente interventor."
"11",10,15,0,0,1,1,0,0,0,0,"Ciudad de Panam�, Panam�","",0,0,0,"Comisi�n M�dica Negociadora Nacional (COMENENAL)","Médicos de diversos establecimientos de la ciudad de Panamá realizan una protesta en un acto público al que asiste el presidente Martín Torrijos para exigir que el gobierno responda positivamente a las demandas planteadas por la Comisión Médica Negociadora Nacional (COMENENAL) centradas en un aumento salarial del 60% para todos los médicos del país. Los profesionales de la salud, que se encuentran en paro nacional desde hace 30 días, rechazan la oferta realizada por el Poder Ejecutivo consistente en un aumento del 18%."
"1",11,17,0,0,1,0,0,0,1,0,"Ciudad de Panam�, Panam�","",0,0,0,"Sindicato �nico de Trabajadores de la Construcci�n y Similares (SUNTRACS)","Afiliados al Sindicato Único de Trabajadores de la Construcción y Similares (SUNTRACS) bloquean calles en la ciudad de Panamá para repudiar a los directivos de la empresa constructora Odebrecht, a quines acusan de ser los responsables del asesinato de un trabajador. Los manifestantes exigen además que la empresa firme la convención colectiva del SUNTRACS."
"16",13,21,0,0,1,0,0,0,1,0,"Provincia de Col�n","",0,0,0,"","Vecinos de la calle 2 Av. Herrera y Bolívar, provincia de Colón, bloquean el acceso a esa zona de la ciudad para exigir que el Ministerio de Vivienda (MIVI) resuelva el problema del deterioro del inmueble que habitan."
"9",17,25,0,0,0,0,0,0,0,0,"","",0,0,0,"","La Asamblea General de la COMENENAL decide rechazar la propuesta realizada por el presidente Martín Torrijos consistente en un aumento salarial del 20% para todos los médicos del país. Por tal motivo, la organización de los médicos mantiene el paro general de actividades por tiempo indefinido, medida que ya lleva 36 días de cumplimiento efectivo."
"8",18,29,0,0,1,1,0,0,0,0,"Ciudad de Panam�, Panam�","",0,0,0,"Comit� de las V�ctimas Despedidas por la Ley 25","Integrantes del Comité de las Víctimas Despedidas por la Ley 25 marchan por las calles de la ciudad de Panamá para exigir que el gobierno cumpla con lo dispuesto por la Corte Interamericana de los Derechos Humanos (CIDH) y haga efectivo el pago de 56 millones de dólares en beneficio de 270 funcionarios públicos despedidos luego de ser acusados de participar en un intento golpista."
"13",19,31,0,0,1,0,0,0,1,0,"La Chorrera, Panam� Oeste","",0,0,0,"M�dicos Especialistas","Personal médico, trabajadores y pacientes de la Policlínica Santiago Barraza de La Chorrera, Panamá Oeste, rodean el edificio para rechazar la posibilidad de que les quiten una camioneta recibida en el mes de noviembre con la que se realizan visitas médicas domiciliarias. "
"6",20,33,0,0,1,0,0,0,1,0,"Aguadulce, Cocle","",0,0,0,"","Habitantes del corregimiento de El Roble de Aguadulce, provincia de Coclé, bloquean por el lapso de 2 hs la entrada a la cantera local para exigir al MOP la reparación de las calles y caminos de la comunidad."
"5",24,37,0,0,1,0,0,1,0,0,"Provincia de Los Santos","",0,0,0,"","Habitantes de las playas de El Toro, El Lagarto, La Garita, El Arenal y Oria, provincia de Los Santos, protestan frente al municipio de Pedasí para repudiar la orden de desalojo emitida por el gobernador local. Los manifestantes ocupan desde hace 30 años los terrenos que actualmente se busca desalojar."
"4",25,39,0,0,1,0,0,0,1,0,"Ciudad de Panam�, Panam�","",0,0,0,"Estudiantes de la Universidad de Panam� (UP), Sindicato �nico de Trabajadores de la Construcci�n y Similares (SUNTRACS)","Estudiantes de la Universidad de Panamá (UP) y afiliados al SUNTRACS bloquean calles aledañas a la sede universitaria y la Av. Balboa, ciudad de Panamá, para rechazar el alto costo de la vida, el incremento en los precios de los productos de la canasta básica y la inestabilidad laboral."
"7",27,43,0,0,1,1,0,0,0,0,"Ciudad de Pamam�, Panam�","",0,0,0,"Comisi�n M�dica Negociadora Nacional (COMENENAL)","Integrantes de la COMENENAL realizan una asamblea general en el Hospital del Niño, ciudad de Panamá, para discutir la propuesta del gobierno de otorgar un aumento del 25% a los profesionales de la salud. Voceros del sector expresan que en principio hay acuerdo sobre el aumento que oscila entre 125 y 500 dólares según la categoría pero que rechazan el mecanismo propuesto para recuperar las citas perdidas en 38 días de huelga general por lo que la medida de fuerza continúa. El gobierno pretende que los médicos atiendan a 8 pacientes extra por día o que trabajen 6 hs los fines de semana."
"10",31,47,0,0,0,0,0,0,0,0,"","",0,0,0,"","La COMENENAL levanta el paro de actividades sostenido durante 39 días luego de firmar con el gobierno un acuerdo por el que se establece un aumento general del 23% "
"17",35,54,0,0,1,1,0,0,0,0,"Arraij�n, Panam� Oeste","",0,0,0,"","Vecinos de la localidad de Cerro Silvestre, ciudad de Arraiján, protestan en los márgenes de la carretera Interamericana para exigir que la empresa constructora M&S, responsable de los trabajos de ensanche de la mencionada autopista, acceda a construir una parada de buses en un lugar que no afecte la circulación ni el acceso a los negocios de la zona."
"3",39,58,0,0,1,0,1,0,0,0,"","",0,0,0,"Asociaci�n de Distribuidores de Gas (ADIGAS)","Choferes de camiones que transportan combustible inician un paro por 24 hs para repudiar el mal estado de las calles, la falta de seguridad y el pago de coimas a mareros y reclamar un mejor sistema de carga y descarga. Representantes de la Asociación de Distribuidores de Gas (ADIGAS) expresan que la medida de fuerza significa una pérdida de casi 3 millones de dólares por día."
"14",43,62,0,0,1,0,1,0,0,0,"Provincia de Chiriqu�","",0,0,0,"Trabajadores de la Cooperativa de Servicios M�ltiples de Puerto Armuelles (COOSEMUPAR)","Trabajadores de la Cooperativa de Servicios Múltiples de Puerto Armuelles (COOSEMUPAR), provincia de Chiriquí, paralizan la producción bananera en las 12 fincas de la cooperativa para exigir a los directivos el pago de 3 quincenas atrasadas y la última partida del aguinaldo por un monto total de 1.100.000 dólares."
