"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"6",1,5,1,0,0,0,0,0,0,0,"","",0,0,0,"","El Salvador enero – abril 2003"
"7",1,84,1,0,0,0,0,0,0,0,"","",0,0,0,"","El Salvador enero – abril 2003"
"20",5,9,0,0,1,0,0,1,0,0,"San Salvador, San Salvador","20",0,0,0,"Sindicato de Trabajadores del Instituto Salvadore�o del Seguro Social (STISSS), Asociaci�n de Empleados Judiciales, de las Brigadas Revolucionarias Estudiantiles (BRES), Empleados de la Alcald�a de Soyapango, Sindicato de M�dicos y Trabajadores del ISSS (SIMETRISSS)","Un grupo de 20 personas conformado por miembros del Sindicato de Trabajadores del Instituto Salvadoreño del Seguro Social (STISSS), de la Asociación de Empleados Judiciales, de las Brigadas Revolucionarias Estudiantiles (BRES) y empleados de la Alcaldía de Soyapango, ocupa la Catedral Metropolitana de la ciudad de San Salvador para protestar contra la privatización de la salud, la militarización de los hospitales y en oposición a la firma del Tratado de Libre Comercio (TLC) con los Estados Unidos. Mientras, unos 200 manifestantes, pertenecientes a la Alianza Ciudadana, se concentran en las puertas de la Catedral en apoyo a los ocupantes. Cerca del mediodía, una marcha protagonizada por miembros del Sindicato de Médicos y Trabajadores del ISSS (SIMETRISSS) llegan al lugar y se suman a los manifestantes."
"24",6,11,0,0,1,0,0,1,0,0,"","90~",0,0,0,"Empleados de New Tex","Unos 90 trabajadores de la maquila New Tex, despedidos en las últimas semanas, toman las instalaciones de la empresa ubicada en la localidad de Comalana, para exigir el pago de sus respectivas indemnizaciones, aguinaldos y vacaciones. "
"19",10,15,0,0,0,0,0,0,0,0,"","",0,0,0,"","Tras mantener ocupada la Catedral Metropolitana por más de 24 hs, el grupo de 20 personas se retiran de la misma por su propia cuenta. Los ocupantes exigen la no privatización del Seguro Social, la desmilitarización de los hospitales, el reintegro de los despedidos y la pronta instalación de una mesa de negociación."
"17",14,19,0,0,1,0,0,0,1,0,"Comalapa, La Paz","",0,0,0,"","Sindicalistas aglutinados en diferentes organizaciones pertenecientes al Foro de la Sociedad Civil bloquean la autopista a Comalapa en protesta contra el proyecto de privatización de la salud y suscripción de tratados de libre comercio entre Centroamérica y los Estados Unidos."
"22",18,23,0,0,1,0,0,1,0,0,"","60",1,0,0,"Unidad de Mantenimiento del Orden (UMO)","Un grupo de 60 efectivos de la Unidad de Mantenimiento del Orden (UMO) ingresan, divididos en dos grupos, a las instalaciones de la Unidad Médica Santa Anita y del Hospital Psiquiátrico y desalojan a los trabajadores del ISSS que mantenían la ocupación de los centros médicos en protesta contra la privatización de la salud. En el operativo resultan detenidos 21 trabajadores acusados de desórdenes, actos terroristas y coacción."
"25",21,28,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","",0,0,0,"Asociaci�n de Vendedores y Comerciantes Siticons","Vendedores ambulantes nucleados en la Asociación de Vendedores y Comerciantes Siticons queman llantas y se enfrentan en el centro de San Salvador con efectivos del Cuerpo de Agentes Metropolitanos (CAM) en resistencia al desalojo de sus puestos de venta, ordenado por las autoridades."
"9",23,30,1,0,0,0,0,0,0,0,"","",0,0,0,"","Febrero Jueves 6"
"8",25,34,0,0,1,1,0,0,0,0,"San Salvador, San Salvador","",0,0,0,"Sindicato de Trabajadores del Instituto Salvadore�o del Seguro Social (STISSS), Sindicato de M�dicos y Trabajadores del ISSS (SIMETRISSS), Frente Unido Roque Dalton (FURD)","En la ciudad de San Salvador se realiza la quinta marcha blanca, convocada por el STISSS, SIMETRISSS y el Colegio Médico, para rechazar toda posibilidad de privatización de la salud. Miembros de las BRES y del Frente Unido Roque Dalton (FURD), pertenecientes a la Universidad de El Salvador (UES) se suman a la movilización y realizan pintadas contra el gobierno."
