"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"32",39,172,0,0,1,1,0,0,0,0,"","",1,0,0,"Central Unitaria de Trabajadores (CUT), Confederaci�n General del Trabajo (CGT), Confederaci�n de Trabajadores de Colombia (CTC)","En las principales ciudades del país, la Central Unitaria de Trabajadores (CUT), la Confederación General del Trabajo (CGT) y la Confederación de Trabajadores de Colombia (CTC) convocan a la conmemoración del Día Internacional de los Trabajadores. En ella participa más de medio millón de personas, entre trabajadores de diferentes sectores, de sindicatos, estudiantes y desempleados. En ciudades como Bogotá, Medellín, Cali, Cartagena, Barranquilla, Montería, Manizales, Florencia, Neiva, Pasto y Pereira se realizan marchas, que se suman a algo más de cuarenta en el territorio nacional. En la jornada de conmemoración y protesta, las consignas son la exigencia de garantías laborales y sindicales y el rechazo a la negociación y puesta en vigencia de Tratados de Libre Comercio (TLC) con los Estados Unidos, así como a las iniciativas gubernamentales de reformas al sistema judicial, al de pensiones y a la tributación. En contravía de los organizadores, el director de Seguridad Ciudadana de la Policía Nacional asegura que cerca de cuarenta movilizaciones se llevan a cabo en el país, con la participación de aproximadamente 38 mil personas, mientras que 35 mil agentes de la policía son designados para vigilar las protestas. Se registran 145 pIivaciones de la libertad, principalmente en Bogotá, Medellín y Cali, donde ocurren disturbios y confrontaciones entre algunos manifestantes y miembros del Escuadrón Móvil Antidisturbios (ESMAD), según fuentes gubernamentales y sindicales."
"31",41,174,0,0,1,1,0,0,0,0,"San Carlos, C�rdoba","",0,0,0,"","En la vía que del municipio de San Carlos conduce al corregimiento San Miguel y a la vereda Arroyo Burgos, en el departamento de Córdoba, líderes de la zona protestan por el retraso en los trabajos realizados en esa carretera. Los manifestantes piden la reparación de la vía, mientras aseguran que sus comunidades están a punto de quedar incomunicadas y anuncian nuevas protestas si no es atendida su petición."
"55",43,176,0,0,1,0,0,0,1,0,"Ibagu�, Tolima","",0,0,0,"Asociaci�n de Volqueteros","Integrantes de la Asociación de Volqueteros de Ibagué bloquean la vía de acceso a la obra en construcción del centro comercial La Estación en la capital del Tolima. Los manifestantes protestan contra los encargados de la obra, quienes han ofrecido un bajo pago por el servicio de carga. El ﬁscal de la organización asegura que el valor propuesto es inviable."
"3",49,180,0,0,1,0,0,0,1,0,"Barranquilla, Atl�ntico","70~",0,0,0,"Estudiantes del Facultad de Arte Dram�tico de la Escuela de Bellas Artes","Alrededor de 70 estudiantes de la Facultad de Alte Dramático de la Escuela de Bellas Artes, en Barranquilla, Atlántico, protestan contra la firma contratista Tito Velásquez y las autoridades gubernamentales. Los manifestantes bloquean algunas calles de la ciudad y con escombros y muebles viejos dramatizan una clase real paralizando el tráfico vehicular durante una hora, hasta que acuerdan con miembros de la policía continuar la manifestación sólo cuando la luz de los semáforos esté en rojo. La protesta busca pedir que se terminen las adecuaciones del centro educativo iniciadas el año pasado. Los estudiantes aseguran que en lo que va del semestre no han tenido aulas para recibir sus clases."
"53",51,185,0,0,1,1,0,0,0,0,"Boyaja, Choc�","",0,0,0,"","Habitantes del municipio de Bojayá, Chocó, conmemoran diez años del ataque indiscriminado que realizaron en ese municipio las Fuerzas Armadas Revolucionarias de Colombia (FARC), en medio de un combate contra paramilitares de las Autodefensas Unidas de Colombia (AUC), que causó la muerte a 87 civiles. De igual forma la comunidad protesta contra el gobierno nacional, por el no cumplimiento de las medidas de reparación a las que se comprometió, como son, entre otras, la construcción de una red de interconexión eléctrica, que según aﬁrman “prometió el ex presidente Álvaro Uribe desde el 2007”, y la reactivación económica mediante proyectos productivos en la zona. Según un representante afro, “las comunidades afro e indígenas estamos en asamblea permanente, en protesta pacífica para exigir la presencia de ellos”."
"58",57,191,0,0,1,0,1,0,0,0,"","",0,0,0,"Caja de Previsi�n Social de Comunicaciones (CAPRECOM)","Las 32 entidades territoriales de la Caja de Previsión Social de Comunicaciones (CAPRECOM) realizan un paro nacional indefinido debido a la agudización de la crisis que ha enfrentado esta Entidad Prestadora de Salud (EPS) en lo que va corrido del año. Según la presidente del Sindicato de Trabajadores de la Caja de Previsión Social de Comunicaciones (SINTRACAPRECOM), desde hace doce días los trabajadores de esta entidad han estado en asamblea permanente debatiendo el cese de actividades. “Desde hace año y medio la entidad perdió su norte. Hemos tenido tres directores y lo que ha habido es una guerra politiquera en donde muchos políticos lo que quieren es nombrar a sus asesores”, dice la dirigente. Además, aclara que la parte asistencial de la entidad de salud sigue funcionando, pero añade que su ámbito administrativo cesa sus funciones."
"4",63,195,0,0,1,1,0,0,0,0,"Santiago de Cali, Valle de Cauca","100~",0,0,0,"Sociedad de Jubilados de los Ferrocarriles de Colombia","Alrededor de cien jubilados protestan por más de dos horas en la mañana frente a las instalaciones de la Institución Prestadora de Servicios (IPS) Recuperar, al sur de Cali, Valle del Cauca, por la mala prestación en el servicio de salud. El secretario general de la Sociedad de Jubilados de los Ferrocarriles de Colombia indica que en la división Pacífico, que comprende los departamentos de Valle del Cauca, Cauca, Nariño y el Eje Cafetero, son al menos 3 mil 500 pensionados y 17 mil beneficiarios los afectados. “Rechazamos la mala prestación del servicio de salud. Estamos haciendo el llamado a la EPS Fondo Pasivo Social Ferrocarriles Nacionales de Colombia a que licite nuevamente, con base en una mejoría para nosotros”, maniﬁesta vocero de los jubilados."
"33",65,197,0,0,1,0,1,0,0,0,"Manizales, Caldas","",0,0,0,"Caja de Previsi�n de Comunicaciones (CAPRECOM)","En Manizales, Caldas, los trabajadores oficiales de la CAPRECOM respaldan el paro nacional. La presidente nacional del SINTRACAPRECOM asegura que sólo levantarán el cese de actividades cuando acuerden un compromiso serio y a corto plazo del gobierno nacional, dado que CAPRECOM atiende a más de tres millones de afiliados del régimen subsidiado en el país. Además, agrega que “no tenemos red de servicios ni medicamentos para entregar, menos para los pacientes de alto costo. Se juega con la vida de los usuarios”."
"10",67,199,0,0,1,1,0,0,0,0,"Samaniego, Nari�o","1000+",1,0,0,"","Con banderas y pancartas, más de mil habitantes del municipio de Samaniego, Nariño, marchan para rechazar todo acto de violencia. Autoridades locales acompañan la manifestación que inicia a las 10am. El alcalde precisa que “la búsqueda de la paz es un valor difícil de conseguir, pero no imposible”. En la jornada pacífica, los participantes eleVan sus Voces de protesta contra las extorsiones y secuestros, entre otros delitos que afectan la tranquilidad de la comunidad."
"1",73,206,0,0,1,1,0,0,0,0,"Barranquilla, Atl�ntico","500~",0,0,0,"Empleados del Hotel el Prado","Al menos 500 personas, entre empleados del hotel El Prado, familiares y habitantes de Barranquilla, Atlántico, marchan para exigir una solución a la problemática que se Viene presentando en cuanto a la recuperación de dicha edificación, considerada patrimonio arquitectónico. Los manifestantes se concentran en la Plaza de la Paz y culminan la protesta en las instalaciones del hotel. Desde allí piden al gobierno nacional el cumplimiento del anuncio del presidente Juan Manuel Santos hace dos meses, en el que se comprometió a que la Dirección Nacional de Estupefacientes le encargaría el manejo del hotel al Ministerio de Comercio, Industria y Turismo."
"22",75,208,0,0,1,1,0,0,0,0,"Cartagena, Bol�var","100~",0,0,0,"","En Cartagena, Bolívar, al menos cien personas protestan contra funcionarios del Departamento Administrativo de Valorización Distrital (DAVD) y la firma D&N Ingenierías S.A., encargados de la construcción de un box culvert entre la calle 28 y carrera 78 del barrio El Socorro. Residentes de los barrios La Plazuela, El Socorro y Santa Mónica realizan un plantón frente a la obra inconclusa y piden a los funcionarios responsables de inspeccionar la obra una solución inmediata porque temen las inundaciones que llegan con la época de lluvias. Las casas del sector se han inundado por años, debido a que en este punto se represa un fuerte caudal de aguas de lluvia."
"63",81,212,0,0,1,0,1,0,0,0,"Bogot�, Distrito Capital","25",0,0,0,"Sindicato de Trabajadoras de Centros de Infancia y Hogares de Bienestar Familiar (SINTRACIHOBI)","Madres comunitarias organizadas en el Sindicato de Trabajadoras de Centros de Infancia y Hogares del Bienestar Familiar (SINTRACIHOBI) inician un paro nacional indefinido como forma de protesta contra el programa gubernamental de atención a la primera infancia denominado “De Cero a Siempre”. Las principales exigencias de las manifestantes radican en que se les reconozca como trabajadoras con plenos derechos laborales y sociales, estabilidad y permanencia en los hogares infantiles y el pago del salario mínimo legal Vigente y de pensiones. En Bogotá, 25 madres comunitarias están acampando frente a las instalaciones del Instituto Colombiano de Bienestar Familiar (ICBF). Mujeres de diferentes partes del país llegan para unirse a la manifestación. Desde tempranas horas, las madres comunitarias marchan en Cartagena, Bolívar. Tienen previstas jornadas de protesta hasta el 10 de mayo. En Pereira, Risaralda, decenas de manifestantes se reúnen desde las primeras horas de la mañana en las afueras del centro zonal del ICBF. En otros municipios risaraldenses como Belén de Umbría y Quinchía también se realizan protestas. En Medellín, cientos de madres comunitarias realizan un plantón frente a las instalaciones de la regional de Antioquia del instituto. Más de 500 madres comunitarias de diferentes municipios de Boyacá marchan en Tunja, Duitama y Sogamoso."
