"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"21",32,166,0,0,0,0,0,0,0,0,"","",0,0,0,"","Según un informe presentado por el Banco Mundial (BM), Nicaragua es una de las últimas naciones de América Latina donde los infantes tienen mayor acceso a los servicios básicos. Este informe se basa en el Índice de Oportunidades Humanas (OH) que mide la tasa de disponibilidad de servicios para la población, con un máximo de 100 puntos. Los países de América Latina mejor caliﬁcados están integrados por Chile (95 puntos), Uruguay (92), México (90), Costa Rica (89), Venezuela (89) y Argentina (89)."
"5",34,168,0,0,0,0,0,0,0,0,"","",0,0,0,"","De mayo a septiembre de 2010 crece en cuatro puntos porcentuales el malestar de los nicaragüenses por la posible reelección del Presidente Daniel Ortega. Según la encuesta número 66 de la ﬁrma CID Gallup-Latinoamérica, realizada en septiembre, el 32% de los ciudadanos consultados ve “muy mal” la continuidad del mandatario. En mayo próximo pasado, el 28% de los encuestados tenían esa opinión."
"9",40,172,0,0,0,0,0,0,0,0,"","",0,0,0,"","Donald Castillo, presidente de la Asociación de Jubilados y Pensionados de Nicaragua (AJP), aﬁrma que a pesar que existe una ley del adulto mayor que entró en vigencia el pasado 14 de septiembre, ninguno de los beneﬁcios que estipula esta legislación están alcanzando a los mayores de 60 años del país. Su organización hará las presiones necesarias ante las instancias gubernamentales para alcanzar los beneﬁcios y no escatima la posibilidad de un paro."
"1",46,176,0,0,0,0,0,0,0,0,"","",0,0,0,"","A pesar de la oposición de la derecha, el Parlamento ratiﬁca este martes, en todas sus partes, el decreto presidencial 3-2010 que prorrogó en sus cargos a una veintena de funcionarios con el mandato vencido hasta que la Asamblea Nacional designe a sus sucesores. La decisión es aprobada con los votos de los sandinistas y sus aliados en una breve sesión en la que los legisladores opositores rompieron el quórum tras la votación, en protesta por la aprobación de la versión constitucional."
"3",52,180,0,0,1,1,0,0,0,0,"Managua, Managua","100+",0,0,0,"Productores de Caf�","Cientos de productores de café de la especie Arábica de las zonas de Matagalpa, Estelí, Nueva Segovia y Jinotega se congregan frente a la Asamblea Nacional para pedir a los legisladores que mediante una ley prohíban la siembra de café Robusta que es una especie de menor calidad que el Arábica. Los cafetaleros aseguran que la imagen del café de Nicaragua será afectada, si se continúa sembrando esta variedad de café, lo cual podría disminuir el precio de este rubro en el mercado internacional. El jefe de la bancada del Frente Sandinista, Edwin Castro, manifestó que esa bancada apoyará a los productores para evitar una mezcla del café Arábiga con el Robusta, y recomendó a los productores que elaboren un proyecto de ley para ese ﬁn."
"16",54,185,0,0,1,0,1,0,0,0,"Managua, Managua","",0,0,0,"Oposicion Nicaraguense","La oposición nicaragüense paraliza el Congreso en protesta por la ratiﬁcación de una nueva versión constitucional con un inciso de 1989 que avala un polémico decreto presidencial que prorroga en sus cargos a una veintena de funcionarios con el mandato vencido. La oposición se niega a hacer quórum con lo cual se extiende la parálisis que vive la Asamblea Legislativa desde hace cuatro meses debido a la pugna que mantiene con el oﬁcialismo. Los sandinistas acusan a la oposición de boicotear el trabajo del Ejecutivo en pro del desarrollo social."
"20",56,187,0,0,0,0,0,0,0,0,"","",0,0,0,"","María Antonia Zelaya, representante de la Agencia de Cooperación Suiza en Nicaragua, caliﬁca como relevante el éxito que el Programa Productivo Alimentario y otros emprendidos por el Gobierno Sandinista como estrategia de reducción de la pobreza. Sus declaraciones las realiza después de evaluar una serie de programas y proyectos promovidos por el Gobierno Sandinista."
"4",62,191,0,0,0,0,0,0,0,0,"","",0,0,0,"","Continúa el II Congreso Nacional de la Juventud Sandinista con los debates de más de 250 delegados sobre el compromiso de los jóvenes con el actual proceso revolucionario llevado adelante por el FSLN. La reunión nacional está enmarcada también en la conmemoración del 43 aniversario del paso a la inmortalidad del comandante Ernesto Ché Guevara. Bosco Castillo, coordinador nacional de la Juventud Sandinista 19 de Julio, manifestó que el objetivo fundamental es consolidar la estrategia política de trabajo de los jóvenes en el territorio."
"15",68,195,0,0,0,0,0,0,0,0,"","",0,0,0,"","Fabio Gadea Mantilla, quien aspira a ser el único candidato de la oposición para las elecciones presidenciales del próximo año, fue aclamado como el candidato de la esperanza. Gadea realiza un recorrido desde el desvió la Virgen hacia el sector norte y centro de la ciudad portuaria de Corinto, Chinandega. Opositores al régimen de Ortega acompañan al candidato de oposición en su gira. En la actividad sobresalen banderas azul y blanco de la patria, de los partidos Movimiento de Renovación Sandinista (MRS) y del Partido Conservador (PC). Además, participó el Grupo 8 de Noviembre."
"14",75,202,0,0,1,0,0,0,1,0,"Managua, Managua","",0,0,0,"Estudiantes de la Universidad Nacional Agraria (UNA)","Estudiantes de la Universidad Nacional Agraria (UNA), mantienen desde esta mañana un tranque vehicular en la carretera Panamericana Norte, en rechazo a la decisión que tomó el Rector de dicha casa de estudios, Telémaco Talavera, de donar 45 manzanas de la ﬁnca Santa Rosa, para ubicar a decenas de familias que fueron evacuadas de sus hogares a causa de las inundaciones. Los universitarios mantienen bloqueado el tráﬁco vehicular frente a la entrada principal de la UNA. Las instalaciones de la UNA están cerca de la salida noreste de Managua, muy cerca del Aeropuerto Internacional “Augusto Cesar Sandino”."
