"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"15",33,157,0,0,1,0,0,0,0,1,"Sucre, Chuquisaca","",0,0,0,"Confederacion de Choferes de Bolivia (CCHB)","En cumplimiento a una resolución de un ampliado nacional de la Confederación de Choferes de Bolivia (CCHB) realizado en la ciudad de Sucre, dirigentes de todas las federaciones de transportistas del país inician, en la sede de gobierno, una huelga de hambre en rechazo a la aplicación del Decreto Supremo 420, de seguridad vial, promulgado el 3 de febrero de 2010, que endurece las penas para los conductores sorprendidos manejando en estado de ebriedad. De manera paralela al inicio de esta medida de presión, los transportistas ratiﬁcan la convocatoria a un paro de transportes y bloqueo de caminos para el miércoles y jueves siguientes. Por su parte, el gobierno convoca a los dirigentes de los transportistas a dialogar sobre la aplicación del decreto y su reglamentación a ﬁn de lograr un acuerdo de consenso. Autoridades gubernamentales señalan que, siendo que el decreto pretende avanzar a una futura ley de seguridad vial, el diálogo estará abierto para discutir la reglamentación y otros tópicos, pero que no se negociará nada que esté fuera del marco de la defensa de la vida de las personas. Se tiene prevista una reunión entre el presidente Evo Morales y el dirigente nacional del sector, Franklin Durán, quien expondrá ante el primer mandatario las objeciones en relación al decreto, objeciones que tienen que ver, básicamente, con las sanciones y regulaciones de cumplimiento obligatorio, como los mecanismos de control, la obligatoriedad del registro de choferes de ﬂotas y buses y el retiro deﬁnitivo de las licencias de los choferes sorprendidos en estado de ebriedad durante su labor. La medida gubernamental cuenta con el amplio apoyo de la población por el elevado índice de accidentes de carreteras, causado en su mayoría por el consumo de alcohol de los conductores, la falta de controles adecuados y las imprudencias cometidas en las rutas."
"23",35,159,0,0,1,0,1,0,0,0,"Santa Cruz de la Sierra, Santa Cruz","",0,0,0,"Federacion Universitaria de Profesores (FUP)","En la ciudad de Santa Cruz de la Sierra, docentes de la Universidad Autónoma Gabriel René Moreno (UAGRM) continúan su huelga, impidiendo el inicio de clases previsto para hoy. A lo anterior se suma el retraso en la refacción de aulas. La mayoría de los catedráticos no acude a su lugar de trabajo en consecuencia a las medidas de presión a través de las cuales la Federación Universitaria de Profesores (FUP) exige el pago retroactivo de reposición salarial correspondiente a los meses de mayo y junio de 2009. Para ello, la universidad debería erogar alrededor de 3 millones de Bs. El sector pide, además, el pago de indemnizaciones pendientes del bono de categoría y la cancelación de un bono de transporte. Sobre el tema, el rector de la universidad, Reymi Ferreira, señala mediante un comunicado que no se pagará a los docentes por los días no trabajados porque esta acción de protesta signiﬁca un daño económico a la institución y el incumplimiento de deberes tipiﬁcados en el Código Penal y en la Ley 1178. La autoridad señala que la UAGRM habría sido, después de la Universidad de Potosí, la universidad con el incremento salarial más alto entre las universidades públicas del país (de un 12%). El rector niega la disminución de porcentajes de bono y aﬁrma que entre las deudas pendientes con los docentes estaba la del Seguro Universitario, la cual ya fue cancelada en su totalidad (Bs. 13 millones), lo mismo que las deudas a las Administradoras de Fondos de Pensiones (AFP). Finalmente, asegura que la UAGRM estaría gestionando mecanismos de ﬁnanciamiento para pagar sus deudas, proceso que toma un tiempo. Entre tanto, el presidente de la FUP, José Sánchez, asegura que los docentes se mantendrán en estado de emergencia y no iniciarán labores."
"24",37,163,0,0,1,0,0,0,1,0,"Santa Cruz de la Sierra, Santa Cruz","",0,0,0,"","En la ciudad de Santa Cruz de la Sierra, un grupo de vecinos y vecinas de la calle 5 del barrio San Juan de la Colorada bloquea el quinto anillo sur para exigir que la municipalidad los incluya en el plan de pavimentación de este año. Según los manifestantes su calle no fue tomada en cuenta en el programa de pavimentada, mientras que la calle 4 será beneﬁciada. La dirigencia vecinal se reúne con autoridades de la subalcaldía del distrito 9, quienes les aseguran que serán tomados en cuenta para el siguiente año. Sin embargo, el presidente del Comité de Vigilancia, Rommel Porcel, maniﬁesta que tras la protesta la calle 4 no será asfaltada hasta que la 5 no ingrese en el Plan Operativo Anual (POA) 2011, con lo que los habitantes de ambas calles se verán perjudicados."
"45",39,165,0,0,1,0,0,0,0,1,"Nuestra Se_ora de La Paz, La Paz","",0,0,0,"Trabajadores despedidos de Yacimientos Petroliferos Fiscales Bolivianos (YPFB)","Un grupo de trabajadores despedidos de Yacimientos Petrolíferos Fiscales Bolivianos (YPFB) inicia una huelga de hambre en la sede de la Central Obrera Boliviana (COB) de La Paz, en demanda de la restitución a sus cargos. Los trabajadores fueron despedidos el pasado año por una supuesta reestructuración de la empresa YPFB. El Ministerio de Trabajo había establecido la reincorporación inmediata de esas personas."
"20",41,167,0,0,1,0,0,0,1,0,"Teoponte, La Paz","",0,0,0,"","En el Norte del departamento de La Paz, en la provincia Larecaja, comunarios del municipio de Teoponte bloquean el camino que conecta las localidades de Caranavi con Guanay para exigir anexarse a la provincia vecina de Caranavi y tener acceso al mercado legal de coca."
"38",47,171,0,0,1,1,0,0,0,0,"Nuestra Se_ora de La Paz, La Paz","130+",0,0,0,"Servicio Departamental de Salud (SEDES)","Más de 130 trabajadores del Servicio Departamental de Salud (SEDES) de La Paz inician un paro de brazos caídos de 24 horas en demanda de infraestructuras y del respeto de los derechos laborales. La medida de presión, según el secretario general del sindicato, se da por la falta de atención del director, Primo Gonzáles, a los problemas de infraestructura, habiéndose llegado al extremo de tener que armar una carpa de campaña, ya que el techo de las oﬁcinas estaría a punto de caerse. Además, señalan que en 2009 se contaba con un presupuesto de Bs. 140 mil para la refacción, pero ese dinero habría sido revertido por falta de ejecución. Asimismo, los trabajadores exigen la inamovilidad funcionaria y la dotación de ropa de trabajo. Por su parte, la secretaria general de la Federación de Trabajadores en Salud anuncia medidas de presión por la falta de atención de las autoridades del SEDES, a causa de la cual los más de 90 trabajadores del Hospital La Paz pararían las actividades por 24 horas el próximo jueves."
"3",49,173,0,0,1,1,0,0,0,0,"Nuestra Se_ora de La Paz, La Paz","400~",0,0,0,"Aspirantes de las Escuelas de Maestros","Alrededor de 400 aspirantes a las escuelas superiores de maestros normalistas del país marchan por el centro de la ciudad de La Paz hasta llegar al Ministerio de Educación en demanda de una nueva prueba de admisión, señalando que habría habido fraude en la prueba. Al margen de la anulación del examen, exigen la ampliación de los cupos y la destitución de las autoridades por la incapacidad que habrían demostrado en la aplicación de los exámenes de admisión. La prueba de ingreso se realizó el jueves 25 de febrero con bastantes contratiempos y denuncias de irregularidades. Según el viceministro de Educación Superior, Diego Pari, son 50 mil los postulantes inscriptos para acceder a 7 mil plazas."
"25",52,175,0,0,1,1,0,0,0,0,"Santa Cruz de la Sierra, Santa Cruz","",0,0,0,"Federacion de Estudiantes Normalistas (FEN)","En la Escuela Superior de Formación de Maestros Enrique Finot, en la ciudad de Santa Cruz, los docentes y los estudiantes protestan por el cierre de tres carreras y por el número limitado de cupos para nuevos alumnos, en lo que interpelan a la gestión institucional. Las medidas de presión se efectúan con un bloqueo del tercer anillo interno y de la avenida San Martín, así como con la suspensión de labores y el cierre de las instalaciones de este centro de formación docente. Dirigentes de Federación de Estudiantes Normalistas (FEN) señalan que rechazan el cierre de las carreras de Filosofia-Psicología, Primaria y Estudios Sociales instruido por el Ministerio de Educación. Explican que por determinación superior, estas carreras no se abrirán este año en la Normal Enrique Finot pero sí en las unidades académicas de San Julián y Camiri. Por otra parte, consideran insuﬁciente la cantidad de cupos destinados por el ministerio del ramo para los postulantes. Explican que se abrirán siete carreras (Inicial, Educación Especial, Matemáticas, Comunicación-Lenguaje, Biología-Geografia, Física y Química y Música) cada una con 35 Vacantes, las que suman un total de 245. Según autoridades de la escuela superior, en la Normal hay capacidad ﬁsica y administrativa para recibir hasta 1.500 alumnos nuevos, pues actualmente sólo hay mil en formación."
"17",54,177,0,0,0,0,0,0,0,0,"Tarata, Cochabamba","",1,0,0,"","En el departamento de Cochabamba, en el municipio de Tarata, la policía no logra retornar a esa zona, pese a los intentos de las autoridades por restablecer su presencia en esa población del Valle Alto, luego de que el 13 de febrero pasado un grupo de pobladores expulsara a un reducido contingente destinado en la zona, como represalia por la liberación de dos detenidos. Las investigaciones ahora están en manos de la ﬁscalía."
"43",60,181,0,0,1,0,1,0,0,0,"Nuestra Se_ora de La Paz, La Paz","",1,1,1,"Confederacion de Choferes de Bolivia (CCHB)","Tras la ruptura del diálogo entre la CCHB y el gobierno nacional, se inicia la primera jornada del paro nacional de transporte de 48 horas en rechazo al Decreto Supremo 420, que endurece las sanciones para los conductores que sean sorprendidos manejando en estado de ebriedad. Desde el anuncio de la medida, el Servicio Departamental de Educación (SEDUCA) suspende las clases en todas las unidades públicas y de convenio para resguardar la seguridad de los estudiantes mientras dure el paro de transportes. El sector particular asume la misma medida. Las universidades, hasta horas de la mañana, no habían deﬁnido si suspender actividades. En lo que respecta a las actividades laborales, se establece que no habrá suspensión de actividades pero sí tolerancia en el horario de entrada, tanto para el sector público como para el privado. La medida anunciada por los transportistas incluye el bloqueo de caminos. El paro es acatado únicamente por el transporte sindicalizado y la circulación de los vehículos del transporte libre es normal. En este sentido, frente a las posibles represalias de los sindicalizados con el libre transporte, el gobierno dispone que los policías vigilen los puentes y avenidas principales que conectan los barrios con el centro de las ciudades y otros lugares donde puedan existir conﬂictos, al igual que los trancas de los caminos donde generalmente se concentran los huelguistas. En las primeras horas de la mañana se presentan algunos amagos de enfrentamiento, principalmente en la ciudad de El Alto, donde los choferes impiden incluso la circulación de vehículos particulares. Armados con chicotes, los choferes amenazan a cualquier transportista que circula por algunas zonas y ubicaciones clave, como el Faro Murillo, avenida Cívica y Cruce Achocalla; no así en la avenida 6 de marzo, por la fuerte presencia policial. Pobladores de diferentes zonas se organizan para movilizarse hacia sus fuentes de empleo. Las alternativas van desde el servicio de bicicletas y tricitaxis a las camionetas particulares. En otros lugares, los sindicalistas bloquean con piedras y neumáticos las vías para impedir el paso de los vehículos que ingresan o salen en la ruta Oruro-La Paz. La carretera La Paz-Oruro se asemeja a un campo de batalla, con al menos seis puntos de bloqueo desde El Alto hasta la localidad de Pocohata. Los choferes actúan con violencia contra sus compañeros, vehículos particulares y medios de comunicación, apedreando, pinchando neumáticos y azotando a los choferes que no asumieron la medida. La policía interviene en varios puntos de bloqueo. Entretanto, en la ciudad de Cochabamba, en una de las intersecciones de la avenida Blanco Galindo varios buses obstaculizan el paso. La huelga de hambre por parte de los dirigentes de las federaciones departamentales, que se cumple el lunes, continúa de forma indeﬁnida. Mientras tanto el dirigente nacional del transporte sindicalizado, Franklin Durán, caliﬁca de exitosa a la primera jornada de paro, señalando que el mismo habría sido acatado por el 90% del autotransporte público. La Federación de Choferes de Santa Cruz y el transporte interprovincial de La Paz rechazan la medida. El dirigente del sector en la capital cruceña, José Batista, asegura que su gremio está plenamente de acuerdo con el Decreto Supremo 420, esto a ﬁn de evitar accidentes. Al respecto, el máximo dirigente de los choferes señala que en un próximo ampliado se evaluará la determinación asumida en el sector de Santa Cruz. El transporte interprovincial tampoco asume la medida. Su representante, Néstor Tarqui, aﬁrma que actualmente su gremio está en negociación con el gobierno para consensuar la reglamentación de la norma emitida. Por su parte, el gobierno, a través de un decreto, autoriza al Viceministerio de Transportes, mediante la Dirección de Transporte Terrestre, Fluvial y Lacustre, a que proceda a la suspensión por 15 días de las tarjetas de operación de todo aquel operador y/o transportista del servicio público que afecte el principio de continuidad del servicio, señalando que en el marco del derecho constitucional a la libre circulación el Órgano Operativo de Tránsito reportará a la Dirección de Transporte Terrestre y Fluvial de todo aquel operador y/o transportista que viole este derecho y que, en tal caso, se veriﬁcará el registro del infractor a efectos de que la Dirección proceda a la suspensión temporal de su tarjeta de operación. Frente a ello, la dirigencia sindical señala que no sólo van a mantener las medidas de presión sino que las radicalizarán en una segunda jornada de paro, ya que se estaría violando su derecho al trabajo. En este sentido, mantienen su posición de modiﬁcar el artículo 19 del Decreto Supremo 420, que sanciona a los conductores, la empresa y el vehículo de quien conduzca en estado de ebriedad. Frente a esta amenaza, más de 2 mil policías son acuartelados con el objetivo de que se movilicen desde la madrugada en puntos estratégicos de las vías para evitar los bloqueos de rutas. Producto de los excesos de los transportistas en la ejecución de sus medidas de presión durante la jornada, la policía detiene a 55 choferes: 43 en El Alto y 12 en La Paz. La situación de los detenidos frena aún más las posibilidades de negociación. A pesar de ello, los asambleístas Javier Santiváñez y Rubén Callisaya, quienes provienen del transporte sindicalizado, realizan gestiones para consensuar un documento de acuerdo. El ministro de Obras, Wálter Delgadillo, informa que el diálogo puede reiniciarse bajo tres premisas: a) el decreto no se modiﬁca, b) las negociaciones se centrarán únicamente en la reglamentación y c) se recogerá información para una futura ley. El máximo dirigente de los choferes señala que esperan un decreto complementario, mientras que el presidente Evo Morales advierte que no se modiﬁcará el decreto, aunque los choferes “hagan paro todo el año”."
