"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"11",1,5,0,0,0,0,0,0,0,0,"","",0,0,0,"","Guatemala Mayo – agosto 2004"
"12",1,90,1,0,0,0,0,0,0,0,"","",0,0,0,"","Guatemala Mayo – agosto 2004"
"13",1,7,1,0,0,0,0,0,0,0,"","",0,0,0,"","Guatemala Mayo – agosto 2004"
"7",5,11,0,0,1,1,0,0,0,0,"Ciudad de Guatemala, Guatemala","50000~",0,0,0,"Coordinadora Nacional Sindical y Popular (CNSP), Uni�n Sindical de Trabajadores de Guatemala (UNSITRAGUA)","En conmemoración por el Día Internacional de los Trabajadores, alrededor de 50 mil campesinos, obreros, mujeres y niños, pertenecientes a la Coordinadora Nacional Sindical y Popular (CNSP) y a la Unión Sindical de Trabajadores de Guatemala (UNSITRAGUA) entre otras agrupaciones, marchan por las calles de la capital, exigiendo respeto a los derechos laborales y en rechazo a las políticas de gobierno. También se manifiestan en Quetzaltenango y San Marcos. "
"17",9,15,0,0,0,0,0,0,0,0,"","",0,0,0,"","Los ministros de Economía de Guatemala, El Salvador, Honduras, Nicaragua y Costa Rica y el representante de comercio estadounidense firman en la sede de la Organización de Estados Americano (OEA), en Washington, EE.UU., el Acuerdo de Libre Comercio de Centro América (CAFTA, por sus siglas en inglés). "
"14",11,17,1,0,0,0,0,0,0,0,"","",0,0,0,"","Junio Martes 8"
"15",11,51,1,0,0,0,0,0,0,0,"","",0,0,0,"","Junio Martes 8"
"9",13,21,0,0,1,0,0,0,1,0,"Ciudad de Guatemala, Guatemala","1000+",0,0,0,"Gran Frente Nacional Maya Campesino, Coordinadora Nacional Ind�gena y Campesina (CONIC), Coordinadora Nacional de Organizaciones Campesinas (CNOC), Comit� de Unidad Campesina (CUC), Plataforma Agraria (PA)","En la primera jornada del paro nacional de 48 hs, miles de trabajadores, campesinos e indígenas aglutinados en organizaciones pertenecientes al Gran Frente Nacional Maya Campesino, como la Coordinadora Nacional Indígena y Campesina (CONIC), la Coordinadora Nacional de Organizaciones Campesinas (CNOC), el Comité de Unidad Campesina (CUC) y la Plataforma Agraria (PA) entre otros, cortan los 30 puntos principales de las carreteras del país y los pasos fronterizos con El Salvador, Honduras y México. También pobladores urbanos, estudiantes universitarios y afiliados a sindicatos bloquean el aeropuerto y otros lugares estratégicos de la capital y diferentes departamentos del país, en reclamo de soluciones concretas al problema de la tierra y contra los desalojos violentos en el área rural –que ya llevan más de 23 en lo que va del año– para oponerse al paquete fiscal impulsado por el Ejecutivo –que pretende ampliar la base del Impuesto Sobre la Renta (ISR)– para que se detengan los constantes aumentos a los servicios básicos y la canasta básica y para rechazar la ratificación en el Congreso del TLC con EE.UU. y pedir que éste se discuta con toda la población. "
"21",16,26,0,0,0,0,0,0,0,0,"","",0,0,0,"","Sin concluir el paro nacional de 48 hs iniciado el día anterior, los sectores populares que impulsan las movilizaciones comienzan a despejar las carreteras del interior y reducen los bloqueos de calles y edificios públicos en la capital, con el objetivo de facilitar el diálogo negociador con el presidente Berger. Las organizaciones campesinas y sindicales llegan a un acuerdo parcial con las autoridades, en el que se concluye que el gobierno dará marcha atrás al Impuesto al Valor Agregado (IVA), que se hará una difusión del contenido del TLC con EE.UU. en idiomas indígenas, que no se producirán más desalojos violentos y que el Presidente presentará una iniciativa al Congreso para que se revise la tipificación de los delitos de usurpación de tierras. A cambio, los sectores movilizados no se manifestarán durante los próximos 3 meses por estos temas. "
"1",20,30,0,0,1,0,0,0,1,0,"Ciudad de Guatemala, Guatemala","100~",0,0,0,"Choferes","Alrededor de 100 choferes de la ruta 51 del transporte urbano que cubren la ruta de Ciudad Real, zona 12 de la capital, paran durante la mañana y cortan la Av. Petapa a la altura de la calle 52, en protesta por los constantes asedios de los mareros (pandillas juveniles) quienes les cobran impuestos y los amenazan con matarlos si se niegan a pagar. "
"8",24,34,0,0,1,1,0,0,0,0,"Ciudad de Guatemala, Guatemala","",0,0,0,"Asociaci�n de Familiares de Detenidos Desaparecidos de Guatemala (FAMDEGUA), Grupo de Apoyo Mutuo (GAM)","En el Día de las Víctimas de Desapariciones Forzadas, líderes de la asociación de Familiares de Detenidos Desaparecidos de Guatemala (FAMDEGUA) y el Grupo de Apoyo Mutuo (GAM), entre otras organizaciones, protestan frente al monumento del Ejército, ubicado en la Av. La Reforma, para recordar a las miles de víctimas del conflicto armado. "
"16",25,36,0,0,0,0,0,0,0,0,"","",0,0,0,"","La Corte de Constitucionalidad (CC) declara inconstitucional el pago a aproximadamente 400 mil ex miembros de las Patrullas de Autodefensa Civil (PAC), el cual había sido prometido por el ex presidente Portillo. "
"23",29,40,0,0,1,1,0,0,0,0,"Ciudad de Guatemala, Guatemala","400~",0,0,0,"Coordinadora General de Trabajadores Guatemaltecos (CGTG)","Unas 400 personas participan de una caminata por el centro cívico de Guatemala, pasando por la Corte Suprema de Justicia, el Congreso y la Casa Presidencial, al cumplirse un año del encarcelamiento de Rigoberto Dueñas, líder sindical de la Coordinadora General de Trabajadores Guatemaltecos (CGTG). "
"3",33,44,0,0,1,1,0,0,0,0,"Ciudad de Guatemala, Guatemala","100+",0,0,0,"Centro de Acci�n Legal de Derechos Humanos (CALDH)","Cientos de mujeres convocadas por el programa de género del Centro de Acción Legal de Derechos Humanos (CALDH) marchan desde la Municipalidad de Guatemala hasta la Plaza de la Constitución, en repudio al aumento de homicidios contra mujeres. En 2003 ocurrieron 383 femicidios y en lo que va del año más de 200 mujeres han sido asesinadas, sin que en ningún caso se haya penalizado a los responsables. "
"10",37,55,0,0,1,1,0,0,0,0,"","",0,0,0,"Patrullas de Autodefensa Civil (PAC)","Ex PAC realizan manifestaciones en las poblaciones Amatilán, Villa Nueva, El Pajón, Jocotillo, Villa Canales, Siquinalá, La Democracia, Santa Lucía, La Gomera y Chiquimula, como forma de presión para que les cancele en un solo pago los 5,241 quetzales pendientes. "
"18",42,59,0,0,1,0,0,0,1,0,"","",0,0,0,"Patrullas de Autodefensa Civil (PAC)","Por cuarto día consecutivo, miles de ex PAC cortan carreteras de distintas zonas del país para retar al Ejecutivo a que cumpla el compromiso que contrajo durante la campaña electoral de hacerles efectiva una compensación económica."
"20",46,63,0,0,0,0,0,0,0,0,"","",0,0,0,"","Representantes de ex miembros de las PAC son recibidos por el presidente Berger, con quien dialogan sobre la compensación económica que demandan. Al salir de la reunión, anuncian que suspenderán las medidas de hecho e iniciarán un proceso de depuración de los listados mientras el Congreso legaliza el pago de la indemnización. "
"22",52,69,0,0,1,1,0,0,0,0,"Huehuetenango, Huehuetenango","170~",0,0,0,"Primer Encuentro Nacional de Mujeres","Unas 170 mujeres de diversas organizaciones de todo el país se reúnen en Huehuetenango en el Primer Encuentro Nacional de Mujeres. Muestran su preocupación por los altos índices de violencia y la muerte de 257 mujeres en los últimos 7 meses. "
"24",56,76,0,0,1,1,0,0,0,0,"","2000~",0,0,0,"Agentes de la Academia Policial de la Polic�a Nacional Civil (PNC)","Unos 2 mil agentes de la Academia Policial de la Policía Nacional Civil (PNC) se sublevan, en protesta por el plan de seguridad lanzado por el gobierno, que incluye a miembros militares en el grupo de elite, entre otros puntos. "
"6",60,80,0,0,0,0,0,0,0,0,"","",0,0,0,"","El gobierno inaugura la Cruzada Nacional Contra la Violencia, donde 4 mil soldados y policías patrullarán las zonas más peligrosas de la capital. "
"25",64,84,0,0,1,1,0,0,0,0,"Huehuetenango, Huehuetenango","3000~",0,0,0,"Estudiantes","Unos 3 mil alumnos de colegios de educación media realizan una caminata por las principales calles de Huehuetenango, en repudio a la violencia que los afecta desde hace varias semanas, especialmente por el secuestro de un estudiante del colegio La Salle y el asesinato de otro ocurridos en fecha reciente en esta localidad. "
"19",68,88,0,0,0,0,0,0,0,0,"","",0,0,0,"","Por mandato de la CC, entra en vigencia el nuevo salario mínimo para los trabajadores del campo y la ciudad, incrementándose en un 21% y un 16% respectivamente. "
