"","new_line","line","month","day","protest","march.demonstration","strike","occupation","blockade","hunger.strike","location","number","police","violence","damage","organization","text"
"48",5,11,0,0,1,0,0,0,1,0,"Estado Aragua","100",0,0,0,"Uni�n Regional de Trabajadores de Aragua (URIA)","Un centenar de trabajadores ferroviarios adscritos a la Unión Regional de Trabajadores de Aragua (URIA) cierran el paso en el km 101 de la Autopista Regional del Centro (ARC), a la altura del Puente La Julia, estado Aragua, en protesta porque la contratista del gobierno nacional no ha iniciado la construcción del ferrocarril."
"46",6,13,0,0,1,0,1,0,0,0,"Estado Monagas","75",0,0,0,"","Setenta efectivos de la policía del estado Monagas paralizan sus labores solicitando al gobierno regional que intervenga la institución y cambie toda su directiva que obliga a los policías a cumplir órdenes irregulares en contra de la comunidad."
"7",10,17,0,0,1,1,0,0,0,0,"Santiago de Le�n de Caracas, Distrito Capital","3000~",0,0,0,"Confederaci�n Nacional de Agricultores y Ganaderos de Venezuela (CONFAGAN)","Cerca de 3 mil campesinos agremiados a la oficialista Confederación Nacional de Agricultores y Ganaderos de Venezuela (CONFAGAN), junto con diputados, los gobernadores de los estados de Cojedes, Guárico, Falcón, Lara y Portuguesa y el ministro de Agricultura y Tierras, realizan una marcha hasta la sede del Banco Central de Venezuela (BCV) para exigir que les sea entregado el préstamo prometido por el presidente Chávez."
"23",14,21,0,0,1,1,0,0,0,0,"Estado Aragua","",0,0,0,"","Grupos de estudiantes de la Universidad Central de Venezuela (UCV) núcleo Maracay, Tecnológico de La Victoria, Universidad Simón Rodríguez y la Universidad Pedagógica Experimental Libertador (UPEL), secuestran 24 camionetas de pasajeros que cubren rutas en los distintos municipios del estado Aragua, para protestar contra la implementación del Boleto Directo Personalizado (BDP)."
"16",18,25,0,0,0,0,0,0,0,0,"","",0,0,0,"","El presidente Hugo Chávez firma con reservas en lo referido al Área de Libre Comercio de las Américas (ALCA), la declaración de la Cumbre Extraordinaria de las Américas en la ciudad de Monterrey, México."
"39",22,30,0,0,1,1,0,0,0,0,"Santiago de Le�n de Caracas, Distrito Capital","",0,0,0,"Empleados del Instituto Nacional del Menor","Obreros, empleados y docentes del Instituto Nacional del Menor protestan en la sede del Ministerio de Salud y Desarrollo Social (MSDS) para exigir el pago de sueldos y salarios del mes en curso, los cestatíckets de diciembre, el seguro de Hospitalización, Cirugía y Maternidad (HCM) y el funerario vencido el 15 de diciembre de 2003. Además, 42 obreros pertenecientes a la Federación Nacional de Trabajadores del Sector Público (FENTRASEP) ocupan el quinto piso del Ministerio del Trabajo para exigir la firma de la convención colectiva que tiene un atraso de dos meses."
"3",26,34,0,0,1,0,0,0,1,0,"Estado Zulia","100~",0,0,0,"","Alrededor de 100 vecinos del sector Punta de Leiva, municipio Miranda, estado Zulia, cierran durante 7 hs la vía principal que conduce hacia Los Puertos de Altagracia exigiendo la clausura del vertedero de desperdicios que se ubica en esa zona."
"49",30,38,0,0,1,0,0,1,0,0,"","",0,0,0,"Empleados del Instituto Nacional del Menor","Un grupo de obreros y empleados de los centros de salud adscritos a la Secretaría de Salud de la Alcaldía Metropolitana toman el edificio y cierran las vías aledañas en protesta porque la Alcaldía Mayor le adeuda a más de 4 mil empleados las 2 quincenas del mes de enero y los cestatíckets de diciembre de 2003."
"6",34,42,0,0,1,0,0,0,1,0,"Santiago de Le�n de Caracas, Distrito Capital","1200~",0,0,0,"Empleados de Cot�cnica","Cerca de 1.200 trabajadores pertenecientes a la empresa Cotécnica cierran la Av. Urdaneta de Caracas en protesta por haber perdido sus empleos con la culminación de la concesión que tenía la empresa para recoger la basura en el municipio Libertador de la capital. Por segundo día consecutivo continúan los enfrentamientos en las cercanías de la Federación de Centros Universitarios (FCU) y las facultades de Medicina e Ingeniería de Mérida, motivados por las citaciones enviadas por la Fiscalía a un grupo de 25 personas a quienes imputan el presunto delito de rebelión civil por los hechos ocurridos en abril de 2002, cuando una manifestación exigió la renuncia del gobernador Florencio Porras."
"21",36,46,1,0,0,0,0,0,0,0,"","",0,0,0,"","Febrero Lunes 2"
