Line,Month,Day,Protest,March/Demonstration,Strike,Occupation,Blockade,Hunger Strike,Location,Number,Police,Violence,Damage,Organization
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,1,,,,,,,,,,,,,
6,,,,,,,,,,,,,,
7,,1,,,,,,,,,,,,
8,,,,,,,,,,,,,,
9,,,1,1,,,,,"San Pedro Sula, Cortés",20000~,,,,"Federación de Sindicatos de Trabajadores Nacionales de Honduras (FESITRANH), Confederación Unitaria de Trabajadores de Honduras (CUTH), Bloque Popular"
10,,,,,,,,,,,,,,
11,,1,,,,,,,,,,,,
12,,,,,,,,,,,,,,
13,,,1,,1,,,,,,,,,Colegio de Profesores de Educación Media de Honduras (COPEMH)
14,,,,,,,,,,,,,,
15,,1,,,,,,,,,,,,
16,,,,,,,,,,,,,,
17,,,1,1,,,,,"Tegucigalpa, Francisco Morazán",100+,,,,"Frente Unido Universitario Democrático (FUUD), Sindicato de Trabajadores de la UNAH (SITRAUNAH)"
18,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,
22,,1,,,,,,,,,,,,
23,,,,,,,,,,,,,,
24,,,1,,,,1,,,,,,,
25,,,,,,,,,,,,,,
26,,,1,,,,1,,"El Progreso, Yoro",400~,,,,Trabajadores de la Compañía Bananera Hondureña SA (COBAHSA)
27,,,,,,,,,,,,,,
28,,1,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,1,,,,1,,"El Progreso, Yoro",150~,,,,
31,,,,,,,,,,,,,,
32,,1,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,1,,,,1,,"El Progreso, Yoro",900~,,,,
35,,,,,,,,,,,,,,
36,,1,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,
45,1,,,,,,,,,,,,,
46,,,,,,,,,,,,,,
47,,1,,,,,,,,,,,,
48,,,,,,,,,,,,,,
49,,,1,,1,,,,"Tegucigalpa, Francisco Morazán",,,,,Los médicos internos del Hospital Escuela de Tegucigalpa
50,,,,,,,,,,,,,,
51,,1,,,,,,,,,,,,
52,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,
55,,1,,,,,,,,,,,,
56,,,,,,,,,,,,,,
57,,,1,1,,,,,"Tegucigalpa, Francisco Morazán",100~,,,,"Indígenas de Intibucá, Comité de Organizaciones Populares e Indígenas de Honduras (COPINH)"
58,,,,,,,,,,,,,,
59,,1,,,,,,,,,,,,
60,,,,,,,,,,,,,,
61,,,1,1,,,,,,100+,,,,Bloque Popular
62,,,,,,,,,,,,,,
63,,1,,,,,,,,,,,,
64,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,
71,,,1,1,,,,,"Juticalpa, Olancho",2500+,,,,Grupos ambientalistas
72,,,,,,,,,,,,,,
73,,1,,,,,,,,,,,,
74,,,,,,,,,,,,,,
75,,,1,1,,,,,"Tegucigalpa, Francisco Morazán",1000+,,,,Grupos ambientalistas
76,,,,,,,,,,,,,,
77,1,,,,,,,,,,,,,
78,,,,,,,,,,,,,,
79,,1,,,,,,,,,,,,
80,,,,,,,,,,,,,,
81,,,1,,,,1,,,1000+,,,,
82,,,,,,,,,,,,,,
83,,1,,,,,,,,,,,,
84,,,,,,,,,,,,,,
